order_id,order_datetime,customer_id,total_amount,num_items
30457495,2024-02-08T22:11:32.033681,15,46.55,2
30458407,2024-02-10T00:22:01.073620,6,76.80,2
30478359,2024-02-01T18:14:29.966697,18,85.32,5
30493531,2024-02-07T04:30:22.703197,20,17.80,2
30495901,2024-02-06T11:30:38.981470,13,83.74,5
30501059,2024-02-06T13:11:54.719388,24,22.48,1
30530861,2024-02-04T21:41:23.246992,28,67.71,5
30537168,2024-02-03T08:14:12.795804,7,22.36,1
30560128,2024-02-08T03:01:13.794469,18,36.64,5
30569429,2024-02-06T08:28:04.112156,18,93.59,4
30569607,2024-02-08T21:41:05.935932,26,18.06,1
30569676,2024-02-05T18:04:28.328925,16,50.58,4
30576105,2024-02-07T12:12:02.555653,21,74.60,4
30587912,2024-02-06T21:43:26.111379,28,14.80,3
30595340,2024-02-05T21:51:57.055459,11,37.35,2
30596533,2024-02-07T12:41:04.321516,14,11.24,1
30613340,2024-02-06T01:53:41.927658,2,20.20,1
30618869,2024-02-10T17:13:05.514905,9,31.42,3
30623614,2024-02-05T04:24:27.264378,22,84.11,4
30626385,2024-02-08T05:23:31.004698,29,46.55,1
30632661,2024-02-10T15:02:17.638747,27,2.69,1
30658443,2024-02-06T08:01:30.980281,6,83.74,4
30661479,2024-02-01T11:37:14.678585,21,25.77,2
30688541,2024-02-01T08:29:41.805015,10,34.23,5
30702118,2024-02-01T20:05:28.174009,24,60.90,3
30723657,2024-02-01T19:08:35.674202,28,28.73,2
30734602,2024-02-01T22:55:09.161536,11,59.22,5
30734957,2024-02-06T10:02:57.546024,24,17.02,2
30738069,2024-02-01T20:39:31.385930,8,51.10,4
30743014,2024-02-05T23:44:01.258232,8,67.90,5
30762981,2024-02-01T10:43:55.327791,8,38.53,2
30764070,2024-02-06T17:16:56.894669,29,31.24,1
30782938,2024-02-07T03:43:23.513083,18,9.06,1
30788315,2024-02-08T13:41:19.561717,8,20.83,4
30789647,2024-02-01T04:09:35.829058,14,33.97,3
30792539,2024-02-08T09:54:46.037997,1,1.86,1
30800292,2024-02-09T18:04:33.862682,18,9.93,1
30814735,2024-02-01T23:14:51.036048,6,34.17,5
30816713,2024-02-05T18:35:42.162647,3,21.27,3
30825434,2024-02-06T00:09:33.488066,22,95.60,5
30830366,2024-02-06T23:47:01.986730,29,2.98,1
30836401,2024-02-05T06:19:53.176726,20,11.18,1
30839835,2024-02-08T14:31:33.389452,23,16.55,1
30844294,2024-02-02T20:41:44.580123,8,0.93,1
30885824,2024-02-09T04:27:20.885188,20,25.20,3
30904991,2024-02-06T13:53:16.319349,28,45.15,1
30922219,2024-02-06T20:11:32.375436,11,60.48,2
30944876,2024-02-08T04:42:36.778948,16,13.45,1
30952127,2024-02-06T16:21:20.048307,9,8.10,1
30952423,2024-02-05T21:18:18.897013,17,2.76,1
30959856,2024-02-05T10:38:50.522471,7,45.34,2
30981892,2024-02-08T03:45:08.529607,24,82.49,4
30984910,2024-02-03T18:02:01.191115,30,83.75,2
31019590,2024-02-09T06:05:30.290173,11,59.64,3
31020174,2024-02-06T23:49:02.878715,3,41.89,5
31029406,2024-02-08T19:30:00.940804,2,19.02,1
31032105,2024-02-05T11:35:40.190044,27,19.69,2
31034046,2024-02-01T05:07:21.761801,4,16.55,1
31038987,2024-02-05T14:14:09.788011,29,13.05,2
31049446,2024-02-05T06:00:27.275686,7,33.52,2
31063381,2024-02-06T01:57:58.790315,13,26.70,2
31111779,2024-02-06T06:24:01.509501,5,43.00,4
31116348,2024-02-07T02:25:14.364946,26,2.41,2
31118260,2024-02-09T20:55:16.056806,17,19.65,1
31127753,2024-02-05T12:55:09.743503,1,56.33,3
31160032,2024-02-05T21:31:35.110682,16,27.09,1
31161462,2024-02-02T11:32:39.708369,21,9.01,2
31170665,2024-02-01T05:24:13.545379,2,13.10,1
31175772,2024-02-05T20:50:01.424219,23,14.18,3
31184800,2024-02-08T18:24:29.447656,10,88.06,4
31190464,2024-02-01T05:01:30.172629,24,53.60,3
31192195,2024-02-08T05:57:38.857182,2,27.40,2
31192355,2024-02-07T00:21:26.974824,24,45.42,3
31199568,2024-02-02T21:43:57.718556,22,7.17,2
31215171,2024-02-06T01:44:50.615562,9,5.59,1
31217953,2024-02-04T12:38:08.538538,5,87.86,4
31231299,2024-02-07T20:37:01.041329,11,56.00,3
31274549,2024-02-01T14:40:03.885411,19,75.26,5
31276731,2024-02-08T09:11:52.126490,12,67.77,5
31302760,2024-02-07T19:38:18.940204,11,2.58,1
31321926,2024-02-01T23:03:14.417535,19,47.28,3
31322635,2024-02-10T21:46:39.947201,6,20.44,2
31343306,2024-02-01T19:18:54.370809,5,45.14,2
31370298,2024-02-01T04:18:47.476242,26,1.46,1
31374331,2024-02-06T04:56:57.095340,5,9.97,2
31382973,2024-02-08T21:13:58.902838,15,43.04,2
31392850,2024-02-09T23:37:33.486089,15,25.01,2
31395662,2024-02-09T01:47:08.325205,3,8.20,1
31408152,2024-02-07T09:39:12.749005,14,61.80,2
31413923,2024-02-07T09:05:10.095379,16,75.55,4
31415439,2024-02-01T23:58:59.617993,22,32.21,2
31423809,2024-02-05T20:33:34.386093,20,10.76,1
31441849,2024-02-08T19:52:15.230948,14,36.59,3
31443385,2024-02-01T06:27:14.886996,16,22.36,1
31463071,2024-02-03T17:55:28.858006,19,5.37,1
31463992,2024-02-04T10:01:16.764503,25,27.52,3
31468533,2024-02-10T05:32:52.732080,17,53.20,3
31490840,2024-02-09T09:18:23.567493,1,100.60,5
31493867,2024-02-05T01:34:04.257536,16,12.12,1
31496473,2024-02-01T18:47:48.712519,28,31.40,3
31509193,2024-02-06T21:13:06.044828,25,9.99,1
31516937,2024-02-03T04:55:47.828612,16,90.70,3
31536255,2024-02-01T15:01:27.870551,25,57.68,2
31537507,2024-02-10T23:47:15.405551,12,38.97,4
31537993,2024-02-03T01:50:31.198513,17,57.98,3
31541598,2024-02-08T00:25:19.407136,26,39.84,3
31557222,2024-02-05T07:58:20.841322,4,66.23,3
31563553,2024-02-07T01:42:15.028167,1,31.14,2
31569699,2024-02-10T14:14:12.756468,5,30.06,4
31570641,2024-02-02T10:57:47.981877,8,24.96,1
31576411,2024-02-06T19:30:39.760708,2,45.15,1
31579500,2024-02-06T02:18:55.111483,27,43.40,1
31579841,2024-02-10T18:41:23.379003,8,85.58,3
31605250,2024-02-06T22:44:33.219305,28,46.30,3
31605851,2024-02-02T08:29:21.020891,21,39.20,1
31612990,2024-02-05T03:11:46.475810,1,41.01,2
31629160,2024-02-06T07:38:04.356546,27,120.52,5
31639275,2024-02-04T11:18:17.536507,12,39.36,1
31642767,2024-02-06T15:15:29.606240,24,29.94,2
31644162,2024-02-06T19:01:11.365133,26,39.84,2
31669480,2024-02-01T09:22:44.275482,21,76.66,5
31680659,2024-02-08T20:18:56.973053,2,9.84,1
31689837,2024-02-06T00:36:11.852679,20,18.35,2
31694884,2024-02-06T01:42:37.419590,18,66.75,2
31714182,2024-02-07T02:33:10.868588,10,43.15,3
31807499,2024-02-09T00:45:02.795365,6,62.46,3
31809032,2024-02-10T10:17:48.464843,29,106.96,5
31826123,2024-02-10T22:22:42.440305,21,53.11,5
31833210,2024-02-07T15:12:33.460946,27,62.62,3
31842727,2024-02-06T10:34:37.248751,24,3.28,1
31859285,2024-02-01T10:27:36.122628,21,46.11,2
31864291,2024-02-08T08:51:29.101055,4,56.81,2
31891610,2024-02-09T09:17:58.767057,21,27.58,2
31905020,2024-02-02T05:37:25.206600,29,18.16,1
31913212,2024-02-03T08:17:41.796890,13,56.99,3
31923000,2024-02-10T04:19:34.939373,8,6.41,2
31937211,2024-02-02T13:41:23.142494,27,54.25,4
31939176,2024-02-06T00:48:28.130597,26,5.16,1
31944344,2024-02-03T21:08:26.322621,29,55.24,5
31966982,2024-02-07T21:54:25.095839,23,48.51,3
31976826,2024-02-06T17:42:37.127273,9,19.57,2
31981265,2024-02-06T02:38:36.880780,11,31.73,4
31984231,2024-02-05T04:14:00.892918,2,15.29,2
31991285,2024-02-04T04:20:48.341482,10,21.90,2
31998011,2024-02-10T20:54:09.085048,21,70.07,4
31998875,2024-02-05T17:36:14.329494,22,28.48,2
32026049,2024-02-06T20:55:25.303804,21,24.85,3
32026898,2024-02-09T01:09:49.900869,30,71.04,4
32036808,2024-02-06T06:49:59.166928,2,21.54,2
32040260,2024-02-01T16:41:41.186869,16,114.08,5
32041179,2024-02-04T03:20:29.226706,24,48.90,3
32044686,2024-02-03T14:51:51.740659,5,20.85,1
32050528,2024-02-05T05:41:12.415667,26,43.97,2
32061318,2024-02-06T21:19:34.487692,22,120.52,5
32063530,2024-02-06T13:32:23.356511,14,25.47,2
32073772,2024-02-01T02:36:19.314254,6,34.75,1
32081288,2024-02-07T20:15:08.319113,4,27.42,1
32087866,2024-02-01T17:20:56.007850,18,23.43,1
32091416,2024-02-08T16:16:47.566345,16,8.32,1
32095725,2024-02-02T22:15:30.460578,11,29.36,3
32096552,2024-02-07T16:07:12.994331,30,36.06,3
32100038,2024-02-05T21:08:43.074967,27,60.38,2
32104317,2024-02-01T22:48:48.060058,29,49.52,5
32105236,2024-02-02T00:25:53.708195,4,85.24,5
32110929,2024-02-05T19:46:57.729128,24,125.66,4
32116668,2024-02-04T10:21:10.629789,12,36.30,2
32120270,2024-02-07T22:57:22.564879,4,44.40,1
32135666,2024-02-01T07:21:42.017801,3,17.35,3
32136449,2024-02-05T23:14:52.336795,16,44.56,2
32139541,2024-02-10T20:31:08.030725,6,20.60,3
32148720,2024-02-10T12:50:33.621428,17,48.93,3
32150267,2024-02-07T21:08:15.362785,2,13.41,2
32168358,2024-02-06T10:53:31.291982,18,89.33,4
32170070,2024-02-07T03:40:01.303075,24,19.65,1
32181481,2024-02-01T10:57:13.655720,26,56.68,3
32206294,2024-02-06T14:42:11.159908,11,92.57,3
32216135,2024-02-10T02:28:42.628516,17,41.31,4
32225308,2024-02-01T19:10:58.934452,29,78.66,5
32225923,2024-02-05T23:45:15.939400,25,30.39,3
32249503,2024-02-08T02:24:04.527219,19,73.58,4
32265965,2024-02-02T15:02:08.998642,3,48.16,3
32271897,2024-02-06T11:02:24.004739,2,18.73,3
32278117,2024-02-10T12:50:43.436157,15,71.91,4
32278735,2024-02-05T15:12:27.450089,11,1.46,1
32285029,2024-02-03T02:35:34.211325,20,44.51,3
32290891,2024-02-02T20:49:42.244252,22,61.77,3
32291068,2024-02-08T22:49:01.418336,2,43.94,3
32297410,2024-02-06T02:03:23.686356,20,63.56,3
32318990,2024-02-06T22:23:00.114434,18,130.19,4
32336369,2024-02-10T00:09:36.813422,26,2.98,1
32354170,2024-02-08T23:05:00.394633,8,46.73,2
32355612,2024-02-02T14:19:00.163952,23,9.99,1
32359538,2024-02-08T14:02:06.817051,28,31.65,3
32365234,2024-02-06T21:41:01.210953,15,72.99,5
32375306,2024-02-08T05:02:50.502390,23,2.59,1
32387466,2024-02-10T14:07:34.470394,15,61.31,3
32397086,2024-02-01T00:41:32.776760,6,41.18,2
32414176,2024-02-09T07:13:20.356865,22,25.18,4
32423565,2024-02-04T00:33:15.325474,18,71.50,4
32428932,2024-02-03T07:56:31.723004,18,18.29,3
32435313,2024-02-06T05:07:46.839929,13,2.84,1
32453002,2024-02-07T02:54:51.055821,25,35.97,2
32474210,2024-02-08T18:54:46.659164,19,19.02,1
32479990,2024-02-01T06:44:10.251231,13,13.69,2
32482752,2024-02-07T20:13:11.644789,19,16.86,1
32482817,2024-02-05T00:11:02.473158,4,103.39,5
32489049,2024-02-02T17:15:35.109793,3,70.50,5
32492037,2024-02-07T08:47:56.892682,28,70.22,3
32497084,2024-02-06T09:05:05.780587,4,60.82,4
32504311,2024-02-09T22:37:32.594330,27,9.31,1
32507749,2024-02-06T00:51:46.214395,9,9.23,2
32526642,2024-02-02T13:49:28.981773,6,81.07,4
32539768,2024-02-06T16:42:55.809993,23,38.81,4
32539916,2024-02-04T10:35:09.916472,28,53.89,3
32572234,2024-02-05T07:06:15.508221,10,9.31,1
32594004,2024-02-09T05:54:36.264197,27,18.27,5
32594309,2024-02-01T22:57:47.966832,25,85.00,5
32628718,2024-02-08T00:13:48.086443,18,80.21,3
32638016,2024-02-06T04:59:30.973746,11,21.48,1
32659123,2024-02-06T07:13:00.816906,24,37.07,2
32661921,2024-02-08T07:46:46.951321,18,21.49,3
32663363,2024-02-10T02:17:50.559443,27,22.13,2
32670888,2024-02-06T05:37:34.688833,24,36.24,2
32712599,2024-02-02T18:06:14.600080,1,97.14,4
32723053,2024-02-01T14:21:44.813023,26,21.51,2
32741064,2024-02-05T16:55:39.966810,15,73.79,5
32751065,2024-02-05T19:46:02.807509,15,13.59,1
32751079,2024-02-06T04:16:08.371166,11,91.98,4
32760763,2024-02-02T18:33:20.127552,9,51.07,2
32773230,2024-02-10T17:57:45.836726,22,53.40,5
32786656,2024-02-01T02:42:20.620656,22,42.77,5
32786692,2024-02-10T11:15:56.426914,9,45.34,2
32790350,2024-02-06T12:09:06.295511,2,95.87,5
32793683,2024-02-08T02:36:07.952190,9,61.97,3
32804916,2024-02-05T07:46:40.670569,16,27.15,2
32823210,2024-02-02T06:14:17.421778,19,72.83,5
32828956,2024-02-02T22:47:50.923866,14,38.04,1
32836148,2024-02-10T20:33:48.423879,25,47.23,3
32837823,2024-02-02T10:24:55.417782,18,30.15,3
32868414,2024-02-02T20:04:40.609133,3,46.51,3
32896797,2024-02-10T14:00:39.076866,19,51.00,2
32900706,2024-02-06T15:14:45.378763,1,61.06,3
32914951,2024-02-08T16:30:39.082677,24,38.67,4
32915255,2024-02-05T10:07:36.009138,23,49.00,1
32919268,2024-02-05T17:58:03.088398,27,81.19,2
32955771,2024-02-01T23:23:37.760670,11,25.53,2
32985146,2024-02-06T15:22:32.513121,22,83.43,3
32990247,2024-02-05T20:24:00.168426,18,37.37,4
33008162,2024-02-05T09:47:58.093028,13,75.94,5
33011525,2024-02-02T12:22:33.464499,7,49.20,1
33024350,2024-02-08T22:43:21.522331,5,33.00,3
33029974,2024-02-02T22:43:58.265855,9,102.68,5
33065267,2024-02-08T06:27:25.662348,28,31.05,4
33073114,2024-02-04T00:12:43.070585,29,89.93,4
33075377,2024-02-08T04:24:19.590639,16,10.76,1
33080587,2024-02-06T19:04:22.591546,21,31.24,1
33125069,2024-02-08T23:52:02.688396,24,47.77,4
33132704,2024-02-09T04:57:35.296257,6,10.92,2
33139246,2024-02-05T06:20:57.346690,24,94.10,2
33146379,2024-02-10T12:30:36.106680,5,31.75,2
33146996,2024-02-01T04:34:07.764528,19,107.82,5
33187651,2024-02-09T05:51:33.086191,9,40.10,3
33204347,2024-02-08T16:17:07.088967,29,93.39,5
33207847,2024-02-07T17:45:10.215415,27,67.88,4
33209156,2024-02-02T18:45:25.663080,2,69.32,4
33216229,2024-02-08T23:58:41.101413,9,49.16,3
33217874,2024-02-07T03:26:21.355130,21,32.32,2
33218481,2024-02-05T17:53:19.460747,28,19.90,2
33224291,2024-02-08T20:51:20.054020,10,90.24,4
33228236,2024-02-09T05:31:26.426605,11,53.70,4
33235356,2024-02-02T04:12:11.985990,29,100.95,5
33244632,2024-02-02T06:14:20.092036,29,85.28,4
33252850,2024-02-06T05:10:17.643902,10,16.86,1
33255479,2024-02-05T10:02:20.498473,26,71.69,2
33259105,2024-02-05T13:15:21.430889,26,41.71,2
33269035,2024-02-06T23:19:12.118949,21,8.07,1
33287714,2024-02-02T20:54:00.372592,27,95.84,3
33301673,2024-02-05T23:47:03.593093,10,88.27,4
33312105,2024-02-02T16:45:53.031339,15,5.18,1
33317777,2024-02-03T01:20:16.515672,1,1.64,1
33329568,2024-02-08T14:06:58.725608,27,38.94,3
33353557,2024-02-05T04:39:40.790422,4,68.24,2
33365552,2024-02-07T06:35:46.778777,30,40.62,3
33373457,2024-02-10T11:26:13.679409,25,101.76,5
33375317,2024-02-06T12:47:17.599803,6,7.45,1
33386022,2024-02-08T19:02:57.852123,5,54.17,3
33412623,2024-02-02T04:35:57.535196,16,81.38,5
33420423,2024-02-08T02:13:50.106976,23,21.40,3
33435852,2024-02-06T22:28:39.347538,30,9.99,1
33440444,2024-02-03T23:05:04.511321,14,51.41,3
33443137,2024-02-08T11:31:00.686560,1,87.12,5
33447294,2024-02-05T11:27:49.245211,30,21.40,2
33452973,2024-02-05T20:30:16.643521,7,19.12,2
33461175,2024-02-05T04:19:55.661529,22,39.05,1
33467161,2024-02-08T19:20:44.666755,29,39.20,1
33473296,2024-02-01T08:23:11.292621,2,55.60,4
33475898,2024-02-05T09:04:42.118853,4,19.02,1
33478059,2024-02-06T05:16:30.150211,16,2.69,1
33505433,2024-02-10T05:19:49.867860,8,54.18,3
33516547,2024-02-10T20:39:13.523627,27,17.27,2
33519781,2024-02-06T02:29:02.728262,30,55.16,2
33523363,2024-02-01T21:05:18.370883,25,21.00,2
33540066,2024-02-05T21:37:03.365432,11,2.92,1
33575468,2024-02-01T21:21:39.875703,11,13.32,1
33578184,2024-02-08T23:07:35.614102,25,3.31,1
33587737,2024-02-10T06:04:11.451439,6,67.09,4
33606795,2024-02-06T08:30:04.746647,22,14.08,1
33618845,2024-02-08T09:33:05.555369,12,111.88,5
33641014,2024-02-09T08:36:04.818829,8,64.90,4
33645773,2024-02-05T17:49:14.531255,29,100.72,4
33660586,2024-02-05T09:05:14.105883,16,33.16,4
33666762,2024-02-07T18:51:09.695066,24,3.87,1
33674475,2024-02-04T16:13:38.016311,27,77.15,3
33678388,2024-02-01T12:58:25.447651,5,12.95,1
33687457,2024-02-02T22:24:54.349265,27,8.32,1
33697330,2024-02-05T09:35:33.020007,5,138.83,5
33709690,2024-02-03T08:56:52.787576,17,31.62,4
33729387,2024-02-09T14:59:09.059224,11,16.30,2
33755212,2024-02-08T04:15:52.295623,7,122.82,5
33773522,2024-02-10T14:43:38.371774,14,47.44,2
33774941,2024-02-06T03:54:08.244945,10,111.89,5
33775932,2024-02-05T06:42:49.338573,23,5.84,2
33777332,2024-02-06T10:40:57.424322,28,34.61,2
33793357,2024-02-02T14:59:59.604958,4,71.93,5
33807954,2024-02-07T02:29:46.566135,27,26.40,2
33814200,2024-02-08T19:36:08.135387,30,5.18,2
33843574,2024-02-02T19:28:44.792603,18,74.47,5
33855171,2024-02-05T17:29:09.777261,28,81.82,2
33885626,2024-02-06T20:33:05.725567,23,40.06,3
33890315,2024-02-06T01:23:01.503827,12,86.01,4
33896579,2024-02-08T08:07:30.947948,9,111.29,4
33904215,2024-02-06T16:09:27.037593,12,33.64,1
33913369,2024-02-03T19:31:19.737196,23,79.83,4
33921178,2024-02-06T20:13:24.280190,1,71.74,5
33933782,2024-02-05T15:34:34.544684,28,57.78,5
33939662,2024-02-05T16:43:07.437086,9,49.20,1
33970783,2024-02-08T19:06:07.993300,20,55.42,4
33980210,2024-02-01T03:34:37.021402,12,10.00,2
33984319,2024-02-01T20:13:33.014645,25,45.15,1
33992489,2024-02-01T08:29:34.432763,30,49.67,2
34003021,2024-02-05T16:00:07.646729,4,35.58,4
34007716,2024-02-01T13:05:50.405951,14,45.89,3
34014887,2024-02-07T10:31:29.601428,20,67.76,5
34031949,2024-02-04T03:35:42.166362,4,9.73,3
34034284,2024-02-05T02:59:15.672384,2,10.60,2
34039458,2024-02-06T03:33:11.675317,29,3.87,1
34081446,2024-02-05T05:46:45.960269,15,12.95,1
34083958,2024-02-08T05:17:33.898642,28,13.59,1
34093243,2024-02-08T01:22:07.166139,29,22.36,1
34112189,2024-02-01T03:27:41.269963,11,32.92,4
34123599,2024-02-01T16:58:26.588144,14,22.97,4
34123732,2024-02-08T13:02:42.253910,13,94.64,5
34126523,2024-02-08T03:14:13.464909,7,83.72,4
34159044,2024-02-09T15:29:59.888227,23,36.93,2
34169239,2024-02-06T18:25:41.250739,1,40.54,2
34179611,2024-02-10T09:09:51.313320,27,24.99,2
34200117,2024-02-02T21:31:23.931489,27,30.63,3
34204571,2024-02-05T06:34:39.376529,7,20.29,4
34210430,2024-02-09T21:23:04.163761,14,29.59,3
34226375,2024-02-05T18:08:22.652658,12,30.39,2
34230929,2024-02-02T03:49:20.138563,23,20.26,4
34243443,2024-02-04T05:29:02.498048,20,6.89,1
34259681,2024-02-02T17:30:02.185626,9,37.90,3
34265911,2024-02-02T13:27:53.349043,11,0.73,1
34274892,2024-02-03T19:39:43.757036,26,1.86,1
34275878,2024-02-01T20:03:16.827390,7,82.46,5
34283196,2024-02-09T22:20:56.381223,20,24.77,3
34286631,2024-02-08T20:14:52.097715,13,71.41,4
34296085,2024-02-03T04:38:33.173422,5,71.47,4
34308889,2024-02-10T20:15:37.806108,6,34.75,1
34326653,2024-02-08T22:30:48.001517,14,57.13,4
34336716,2024-02-07T15:11:58.700848,22,27.56,1
34340124,2024-02-07T05:26:10.867523,2,5.85,2
34340597,2024-02-01T21:00:35.669426,13,58.90,3
34344324,2024-02-06T13:28:35.743833,26,7.10,1
34349700,2024-02-07T08:32:30.306106,24,60.95,3
34355082,2024-02-08T16:38:00.245902,28,25.57,2
34369372,2024-02-09T01:18:02.627091,10,35.52,1
34398165,2024-02-05T08:59:29.871722,7,73.61,4
34413926,2024-02-06T04:28:20.661257,26,54.17,2
34417784,2024-02-02T13:17:55.647995,24,6.43,3
34422751,2024-02-06T07:11:53.449087,27,95.28,3
34427293,2024-02-06T13:09:01.316030,19,35.20,1
34432247,2024-02-07T12:33:07.194552,3,23.78,2
34435098,2024-02-05T16:40:28.092739,7,10.90,2
34444603,2024-02-05T09:00:12.911546,17,12.12,1
34447186,2024-02-02T15:10:08.746673,16,9.30,3
34460001,2024-02-09T09:44:30.615951,4,95.21,4
34466446,2024-02-05T13:03:05.062335,3,12.95,1
34473056,2024-02-01T00:58:04.255304,24,67.08,5
34475402,2024-02-02T20:33:15.970737,28,34.74,2
34477015,2024-02-09T11:16:25.087602,26,91.82,5
34489405,2024-02-08T16:42:24.422334,27,32.54,3
34493512,2024-02-05T08:44:01.495343,27,24.54,3
34495084,2024-02-06T05:01:40.645965,22,63.68,2
34496720,2024-02-08T08:28:27.951746,11,84.98,4
34504628,2024-02-09T22:25:14.686266,6,93.16,4
34515993,2024-02-05T16:36:59.266183,2,14.39,3
34521281,2024-02-01T17:55:07.672823,23,14.44,2
34527423,2024-02-06T13:00:01.725045,12,10.99,2
34533213,2024-02-02T23:33:04.451682,25,84.22,4
34535497,2024-02-06T13:46:12.476672,14,1.56,1
34538877,2024-02-01T06:14:24.764158,17,10.63,2
34581588,2024-02-02T20:23:36.966718,22,22.65,1
34582563,2024-02-08T17:33:17.794221,11,57.14,3
34591982,2024-02-06T22:20:50.460758,4,68.84,4
34615288,2024-02-06T01:39:02.778696,15,7.04,1
34616880,2024-02-02T16:47:10.189568,9,100.94,5
34638960,2024-02-07T10:38:09.772599,17,7.77,1
34661863,2024-02-08T05:58:43.393699,11,58.08,3
34662172,2024-02-06T23:15:33.863685,14,1.04,1
34663632,2024-02-06T03:56:27.399676,7,105.55,5
34667962,2024-02-04T18:55:42.920094,9,78.50,5
34685410,2024-02-05T19:13:44.568243,27,29.96,2
34711442,2024-02-07T13:43:08.840255,4,90.81,5
34726836,2024-02-05T18:22:37.204373,2,28.75,2
34738547,2024-02-06T21:54:11.188466,29,87.31,5
34756813,2024-02-06T08:18:37.597730,8,11.68,2
34759608,2024-02-06T19:07:25.151319,7,3.31,1
34765437,2024-02-07T03:53:03.746874,15,21.48,1
34770423,2024-02-10T03:39:07.715814,16,13.10,1
34775389,2024-02-10T11:28:44.675905,8,24.26,2
34776600,2024-02-08T10:39:53.343303,2,13.86,3
34806037,2024-02-02T18:25:40.605899,5,57.37,2
34817684,2024-02-05T00:27:36.017354,29,27.40,2
34837296,2024-02-08T14:53:06.880742,17,33.79,3
34850967,2024-02-05T03:07:43.819277,19,72.66,5
34864026,2024-02-10T13:43:43.651015,25,9.14,1
34875758,2024-02-09T16:37:48.872872,5,19.10,3
34875922,2024-02-08T19:27:39.715146,4,65.40,2
34883685,2024-02-02T03:07:16.492538,20,16.52,2
34886677,2024-02-07T04:41:53.003571,10,10.82,2
34890022,2024-02-06T08:51:18.226705,5,92.11,3
34909018,2024-02-01T00:27:47.612307,9,19.50,4
34920507,2024-02-07T20:19:42.705938,30,26.04,1
34924733,2024-02-06T10:02:47.035052,14,24.47,5
34925999,2024-02-06T06:55:40.256880,16,113.83,4
34940143,2024-02-10T11:22:19.379109,14,18.59,2
34959835,2024-02-07T09:52:50.298017,20,27.42,1
34962298,2024-02-02T20:19:43.650057,29,79.72,5
34974618,2024-02-01T17:18:40.754850,2,24.61,2
34978129,2024-02-09T21:22:28.211412,14,55.09,3
34978891,2024-02-07T21:06:39.328268,7,57.81,5
34990476,2024-02-09T03:15:28.770075,5,105.03,4
34992130,2024-02-07T20:40:02.015506,29,52.83,2
35012691,2024-02-10T14:05:38.675592,5,42.03,3
35024563,2024-02-09T14:56:35.562794,18,70.30,5
35039136,2024-02-10T06:59:20.701962,10,13.78,1
35053904,2024-02-09T01:26:50.651881,1,50.18,3
35061260,2024-02-08T00:50:34.532785,29,2.76,1
35086654,2024-02-01T02:23:57.228807,12,26.76,2
35100582,2024-02-08T11:53:51.220664,12,15.59,2
35100757,2024-02-06T23:48:38.831264,2,50.32,3
35101456,2024-02-07T23:48:45.504714,8,8.41,1
35107633,2024-02-06T03:48:02.539946,10,34.38,3
35108162,2024-02-01T02:40:08.303385,30,98.20,2
35108172,2024-02-08T11:34:35.088126,8,57.31,4
35109172,2024-02-01T07:41:58.019525,11,85.08,4
35124244,2024-02-06T06:50:39.271819,7,22.70,1
35134842,2024-02-04T02:27:01.807191,24,53.02,4
35157369,2024-02-06T10:04:04.736643,26,44.35,2
35162086,2024-02-01T07:41:35.463923,20,44.70,2
35173108,2024-02-08T15:21:05.668720,10,4.47,1
35182786,2024-02-07T10:10:21.656227,7,66.20,3
35183325,2024-02-01T14:46:42.684650,14,11.07,3
35198696,2024-02-06T13:22:41.859916,30,19.11,4
35201518,2024-02-01T14:56:59.425397,5,75.89,4
35222485,2024-02-08T11:09:46.754090,22,66.33,4
35231002,2024-02-09T01:07:06.840014,8,77.09,4
35276037,2024-02-08T21:13:27.061696,4,7.10,1
35284341,2024-02-01T21:00:39.360749,22,57.00,4
35287056,2024-02-05T08:34:07.207750,22,16.16,1
35296412,2024-02-08T21:47:41.453617,22,16.08,2
35305174,2024-02-08T01:14:09.011554,11,53.82,4
35313767,2024-02-01T09:31:37.770360,29,62.10,3
35331345,2024-02-06T19:57:11.702660,1,74.97,5
35354128,2024-02-07T13:37:40.662069,2,40.34,2
35361017,2024-02-02T06:05:06.447784,2,68.03,5
35364898,2024-02-09T08:08:58.673697,23,51.13,5
35369125,2024-02-08T11:16:07.914820,1,50.81,5
35400418,2024-02-02T22:42:56.336818,11,81.61,3
35400949,2024-02-01T13:35:52.703761,30,59.30,4
35435050,2024-02-08T23:16:38.526155,6,52.17,2
35438209,2024-02-06T12:59:32.662996,26,78.79,2
35439298,2024-02-09T23:36:28.196101,17,60.61,3
35441453,2024-02-09T16:18:57.180708,6,112.02,5
35442654,2024-02-08T20:55:00.171049,4,40.08,2
35447183,2024-02-08T11:56:40.717973,16,59.42,3
35452719,2024-02-06T03:45:26.662493,30,63.16,2
35480762,2024-02-10T19:05:58.937965,17,9.84,1
35484133,2024-02-04T14:58:34.925768,2,68.63,5
35497791,2024-02-05T19:35:19.359667,9,94.90,4
35509691,2024-02-09T15:05:59.120086,29,30.50,2
35511077,2024-02-06T15:45:53.288899,29,27.65,3
35521650,2024-02-10T19:27:08.913057,9,28.90,3
35541701,2024-02-05T01:45:58.795609,7,54.99,3
35551337,2024-02-01T08:37:45.573506,1,41.97,4
35559568,2024-02-10T02:00:21.398490,24,75.11,2
35574009,2024-02-02T12:54:20.982746,25,39.05,1
