order_id,product_id,quantity,unit_price,line_total
16405031,20,3,8.41,25.23
16405031,29,4,2.69,10.76
16405031,32,1,1.49,1.49
16446164,6,3,7.81,23.43
16446164,17,5,3.33,16.65
16449794,25,3,4.05,12.15
16449794,29,1,2.69,2.69
16449794,35,5,5.37,26.85
16449794,36,3,9.03,27.09
16454505,10,2,0.52,1.04
16454505,11,1,2.59,2.59
16454505,12,5,6.89,34.45
16454505,21,3,0.92,2.76
16454505,35,2,5.37,10.74
16456691,13,2,9.14,18.28
16456691,36,4,9.03,36.12
16465366,13,5,9.14,45.70
16465366,22,5,5.39,26.95
16470506,6,3,7.81,23.43
16470506,8,5,3.91,19.55
16470506,29,3,2.69,8.07
16470506,35,2,5.37,10.74
16495347,1,4,8.68,34.72
16495347,19,2,8.88,17.76
16495347,27,5,6.55,32.75
16495347,34,3,1.42,4.26
16523626,6,3,7.81,23.43
16523626,7,3,3.31,9.93
16523626,9,5,7.04,35.20
16523626,13,4,9.14,36.56
16523626,31,1,4.54,4.54
16546230,7,1,3.31,3.31
16546230,14,5,9.51,47.55
16546230,20,5,8.41,42.05
16546230,34,2,1.42,2.84
16548456,2,5,0.73,3.65
16548456,34,5,1.42,7.10
16553864,16,4,4.04,16.16
16553864,20,4,8.41,33.64
16553864,32,1,1.49,1.49
16553864,35,4,5.37,21.48
16561852,1,1,8.68,8.68
16561852,18,2,1.64,3.28
16561852,20,2,8.41,16.82
16565620,6,3,7.81,23.43
16565620,14,4,9.51,38.04
16565620,18,5,1.64,8.20
16572304,6,2,7.81,15.62
16577687,11,4,2.59,10.36
16577687,34,5,1.42,7.10
16578854,14,2,9.51,19.02
16578854,27,3,6.55,19.65
16584768,26,4,6.95,27.80
16587096,2,2,0.73,1.46
16587096,6,1,7.81,7.81
16587096,18,2,1.64,3.28
16587096,30,1,1.29,1.29
16589960,31,1,4.54,4.54
16589960,35,5,5.37,26.85
16593753,10,2,0.52,1.04
16593753,12,4,6.89,27.56
16593753,14,5,9.51,47.55
16595549,9,1,7.04,7.04
16595549,12,1,6.89,6.89
16595549,33,2,9.8,19.60
16616289,29,5,2.69,13.45
16616289,33,5,9.8,49.00
16626456,12,4,6.89,27.56
16626456,25,3,4.05,12.15
16631652,23,5,5.59,27.95
16636453,3,5,9.31,46.55
16636453,6,4,7.81,31.24
16636453,24,1,8.32,8.32
16636453,28,2,9.84,19.68
16642761,13,1,9.14,9.14
16642761,34,5,1.42,7.10
16655458,1,4,8.68,34.72
16655458,4,5,0.93,4.65
16655458,7,5,3.31,16.55
16655458,11,4,2.59,10.36
16655458,36,4,9.03,36.12
16655660,24,5,8.32,41.60
16655660,25,2,4.05,8.10
16655660,36,5,9.03,45.15
16658625,13,3,9.14,27.42
16658625,21,1,0.92,0.92
16659209,9,5,7.04,35.20
16659418,5,5,5.62,28.10
16659418,21,5,0.92,4.60
16659418,22,4,5.39,21.56
16659418,23,4,5.59,22.36
16668730,13,3,9.14,27.42
16668730,17,5,3.33,16.65
16668730,29,3,2.69,8.07
16704054,33,1,9.8,9.80
16707441,19,3,8.88,26.64
16707441,32,1,1.49,1.49
16749373,2,5,0.73,3.65
16749373,17,5,3.33,16.65
16749373,33,3,9.8,29.40
16754345,11,4,2.59,10.36
16754345,34,4,1.42,5.68
16790541,13,2,9.14,18.28
16790541,22,4,5.39,21.56
16790541,24,3,8.32,24.96
16790541,28,2,9.84,19.68
16790541,32,5,1.49,7.45
16793468,17,5,3.33,16.65
16793468,24,4,8.32,33.28
16797118,2,5,0.73,3.65
16797118,4,5,0.93,4.65
16797118,8,4,3.91,15.64
16797118,14,4,9.51,38.04
16797118,26,5,6.95,34.75
16798109,11,5,2.59,12.95
16798109,12,5,6.89,34.45
16798109,17,5,3.33,16.65
16798109,24,2,8.32,16.64
16798139,10,4,0.52,2.08
16798139,21,3,0.92,2.76
16824384,2,4,0.73,2.92
16824384,13,5,9.14,45.70
16824384,17,1,3.33,3.33
16830733,11,4,2.59,10.36
16865506,1,3,8.68,26.04
16865506,2,4,0.73,2.92
16865506,4,4,0.93,3.72
16865506,9,5,7.04,35.20
16865506,24,1,8.32,8.32
16868882,7,5,3.31,16.55
16875876,12,4,6.89,27.56
16875876,18,4,1.64,6.56
16875876,20,5,8.41,42.05
16875876,23,3,5.59,16.77
16880672,17,2,3.33,6.66
16895991,4,3,0.93,2.79
16895991,5,5,5.62,28.10
16895991,11,2,2.59,5.18
16895991,26,4,6.95,27.80
16895991,32,3,1.49,4.47
16896874,19,3,8.88,26.64
16896874,32,2,1.49,2.98
16901302,1,4,8.68,34.72
16901302,5,4,5.62,22.48
16901302,34,1,1.42,1.42
16901454,7,5,3.31,16.55
16901454,15,5,4.53,22.65
16901454,16,5,4.04,20.20
16901454,23,4,5.59,22.36
16903127,16,1,4.04,4.04
16903127,20,3,8.41,25.23
16903127,28,2,9.84,19.68
16903127,36,4,9.03,36.12
16938706,3,5,9.31,46.55
16938706,35,3,5.37,16.11
16947051,8,1,3.91,3.91
16947051,20,1,8.41,8.41
16947051,28,4,9.84,39.36
16950590,11,1,2.59,2.59
16950590,34,3,1.42,4.26
16956386,6,1,7.81,7.81
16956386,27,1,6.55,6.55
16965728,25,3,4.05,12.15
16965728,26,3,6.95,20.85
16996172,13,1,9.14,9.14
16996172,14,2,9.51,19.02
16996172,20,3,8.41,25.23
16996172,31,5,4.54,22.70
17009170,16,5,4.04,20.20
17009170,19,1,8.88,8.88
17009170,28,1,9.84,9.84
17019526,22,1,5.39,5.39
17019526,29,3,2.69,8.07
17020273,2,4,0.73,2.92
17020273,20,1,8.41,8.41
17020273,24,2,8.32,16.64
17020273,26,2,6.95,13.90
17023246,12,4,6.89,27.56
17023246,23,4,5.59,22.36
17023246,26,5,6.95,34.75
17023246,31,3,4.54,13.62
17023246,33,4,9.8,39.20
17026721,4,3,0.93,2.79
17026721,26,2,6.95,13.90
17026721,27,4,6.55,26.20
17026721,33,2,9.8,19.60
17031223,23,4,5.59,22.36
17031223,36,1,9.03,9.03
17034142,6,2,7.81,15.62
17042393,23,5,5.59,27.95
17042393,27,4,6.55,26.20
17043435,3,1,9.31,9.31
17043435,25,1,4.05,4.05
17054940,22,2,5.39,10.78
17054940,34,3,1.42,4.26
17059701,5,4,5.62,22.48
17059701,6,4,7.81,31.24
17059701,16,4,4.04,16.16
17059701,17,1,3.33,3.33
17059701,30,3,1.29,3.87
17106235,7,5,3.31,16.55
17106235,25,5,4.05,20.25
17108898,5,4,5.62,22.48
17113369,7,3,3.31,9.93
17143870,11,5,2.59,12.95
17143870,13,5,9.14,45.70
17143870,28,5,9.84,49.20
17148447,2,1,0.73,0.73
17148447,20,1,8.41,8.41
17150944,12,1,6.89,6.89
17150944,28,2,9.84,19.68
17151404,5,5,5.62,28.10
17151404,14,3,9.51,28.53
17151404,24,2,8.32,16.64
17151404,25,5,4.05,20.25
17156804,1,4,8.68,34.72
17156804,10,2,0.52,1.04
17156804,30,1,1.29,1.29
17156804,34,5,1.42,7.10
17158146,9,2,7.04,14.08
17158146,23,1,5.59,5.59
17158146,24,1,8.32,8.32
17158146,25,3,4.05,12.15
17158146,35,1,5.37,5.37
17162222,22,3,5.39,16.17
17162222,28,2,9.84,19.68
17162222,36,1,9.03,9.03
17165405,17,4,3.33,13.32
17180306,7,1,3.31,3.31
17180306,32,3,1.49,4.47
17232225,24,5,8.32,41.60
17235986,22,4,5.39,21.56
17235986,29,4,2.69,10.76
17235986,30,3,1.29,3.87
17235986,33,5,9.8,49.00
17246551,4,5,0.93,4.65
17246551,21,1,0.92,0.92
17247603,13,2,9.14,18.28
17247603,14,4,9.51,38.04
17247603,24,2,8.32,16.64
17247603,25,1,4.05,4.05
17253688,6,5,7.81,39.05
17253688,18,3,1.64,4.92
17253688,19,1,8.88,8.88
17253688,21,4,0.92,3.68
17253688,27,1,6.55,6.55
17259602,5,4,5.62,22.48
17259602,19,3,8.88,26.64
17259602,25,1,4.05,4.05
17261429,8,1,3.91,3.91
17261429,30,2,1.29,2.58
17261429,31,2,4.54,9.08
17261429,33,2,9.8,19.60
17261429,34,4,1.42,5.68
17270108,13,3,9.14,27.42
17270108,25,1,4.05,4.05
17270108,28,5,9.84,49.20
17307429,3,5,9.31,46.55
17307429,11,2,2.59,5.18
17307429,31,5,4.54,22.70
17318984,35,2,5.37,10.74
17318984,36,4,9.03,36.12
17320069,31,2,4.54,9.08
17332212,2,1,0.73,0.73
17332212,3,1,9.31,9.31
17332212,16,3,4.04,12.12
17332212,35,3,5.37,16.11
17348798,13,2,9.14,18.28
17348798,27,1,6.55,6.55
17349189,3,5,9.31,46.55
17349189,11,3,2.59,7.77
17349189,29,1,2.69,2.69
17374348,13,1,9.14,9.14
17374348,18,2,1.64,3.28
17374348,36,1,9.03,9.03
17379797,8,4,3.91,15.64
17387573,5,1,5.62,5.62
17387573,23,4,5.59,22.36
17387573,25,1,4.05,4.05
17387573,27,5,6.55,32.75
17387573,35,2,5.37,10.74
17402566,20,4,8.41,33.64
17402566,21,5,0.92,4.60
17402566,27,1,6.55,6.55
17404362,16,1,4.04,4.04
17404362,26,5,6.95,34.75
17415968,16,4,4.04,16.16
17415968,25,2,4.05,8.10
17415968,30,1,1.29,1.29
17415968,35,3,5.37,16.11
17455893,13,4,9.14,36.56
17455893,14,2,9.51,19.02
17455893,21,1,0.92,0.92
17455893,35,1,5.37,5.37
17464753,11,5,2.59,12.95
17464753,18,4,1.64,6.56
17464753,27,3,6.55,19.65
17464753,29,1,2.69,2.69
17464753,31,1,4.54,4.54
17487428,4,1,0.93,0.93
17487428,17,1,3.33,3.33
17501980,28,3,9.84,29.52
17501980,30,5,1.29,6.45
17501980,33,5,9.8,49.00
17505611,7,2,3.31,6.62
17505611,8,3,3.91,11.73
17505611,15,2,4.53,9.06
17505611,17,3,3.33,9.99
17505611,34,4,1.42,5.68
17516080,18,4,1.64,6.56
17516080,20,5,8.41,42.05
17516080,33,1,9.8,9.80
17516080,36,3,9.03,27.09
17516819,18,1,1.64,1.64
17516819,21,4,0.92,3.68
17535705,13,3,9.14,27.42
17535705,36,5,9.03,45.15
17537694,10,1,0.52,0.52
17537694,15,3,4.53,13.59
17537694,17,2,3.33,6.66
17537694,24,1,8.32,8.32
17545598,7,2,3.31,6.62
17545598,16,3,4.04,12.12
17545598,17,1,3.33,3.33
17545598,33,5,9.8,49.00
17593251,1,2,8.68,17.36
17593251,10,2,0.52,1.04
17613340,7,1,3.31,3.31
17617250,4,2,0.93,1.86
17617250,14,4,9.51,38.04
17617250,15,3,4.53,13.59
17617250,24,2,8.32,16.64
17617250,32,2,1.49,2.98
17626220,30,3,1.29,3.87
17632522,9,5,7.04,35.20
17632522,13,4,9.14,36.56
17632522,24,4,8.32,33.28
17632522,27,2,6.55,13.10
17632522,30,1,1.29,1.29
17641666,12,4,6.89,27.56
17641666,16,1,4.04,4.04
17657205,5,3,5.62,16.86
17660599,10,1,0.52,0.52
17660599,23,4,5.59,22.36
17660599,26,3,6.95,20.85
17661806,6,1,7.81,7.81
17661806,19,2,8.88,17.76
17661806,32,5,1.49,7.45
17665880,2,3,0.73,2.19
17665880,28,4,9.84,39.36
17680093,32,3,1.49,4.47
17694601,6,2,7.81,15.62
17694601,8,4,3.91,15.64
17694601,12,3,6.89,20.67
17694601,13,1,9.14,9.14
17694601,34,2,1.42,2.84
17722016,3,1,9.31,9.31
17722016,8,5,3.91,19.55
17722016,17,3,3.33,9.99
17722016,33,2,9.8,19.60
17734786,20,4,8.41,33.64
17748412,2,3,0.73,2.19
17748412,16,4,4.04,16.16
17752064,2,1,0.73,0.73
17752064,16,3,4.04,12.12
17766033,4,4,0.93,3.72
17766033,18,1,1.64,1.64
17766033,23,1,5.59,5.59
17766033,34,3,1.42,4.26
17769140,5,4,5.62,22.48
17769140,8,2,3.91,7.82
17769140,19,3,8.88,26.64
17781272,32,2,1.49,2.98
17781272,33,5,9.8,49.00
17781272,34,5,1.42,7.10
17785579,12,1,6.89,6.89
17785579,24,3,8.32,24.96
17785579,28,4,9.84,39.36
17785579,36,4,9.03,36.12
17788443,5,5,5.62,28.10
17788443,6,4,7.81,31.24
17788443,20,2,8.41,16.82
17788443,34,5,1.42,7.10
17788443,35,3,5.37,16.11
17802758,1,5,8.68,43.40
17802758,10,2,0.52,1.04
17802758,12,4,6.89,27.56
17802758,25,4,4.05,16.20
17808615,4,1,0.93,0.93
17808615,13,4,9.14,36.56
17808615,18,2,1.64,3.28
17808615,23,5,5.59,27.95
17808615,34,5,1.42,7.10
17814450,11,5,2.59,12.95
17814450,34,3,1.42,4.26
17814537,3,3,9.31,27.93
17814537,12,4,6.89,27.56
17814537,15,3,4.53,13.59
17814537,26,1,6.95,6.95
17819263,3,1,9.31,9.31
17821833,13,4,9.14,36.56
17821833,17,1,3.33,3.33
17823135,26,1,6.95,6.95
17825388,7,2,3.31,6.62
17825388,27,1,6.55,6.55
17834508,9,4,7.04,28.16
17834508,13,4,9.14,36.56
17834508,15,3,4.53,13.59
17834508,22,4,5.39,21.56
17834508,35,4,5.37,21.48
17841299,26,1,6.95,6.95
17855169,33,4,9.8,39.20
17858750,14,2,9.51,19.02
17858750,25,3,4.05,12.15
17858750,31,3,4.54,13.62
17858750,35,2,5.37,10.74
17863213,12,4,6.89,27.56
17863213,16,3,4.04,12.12
17863213,17,5,3.33,16.65
17863213,19,5,8.88,44.40
17863213,26,4,6.95,27.80
17876035,29,4,2.69,10.76
17878491,10,3,0.52,1.56
17878491,19,1,8.88,8.88
17878491,23,5,5.59,27.95
17878491,27,1,6.55,6.55
17879017,2,1,0.73,0.73
17879017,26,3,6.95,20.85
17879017,35,4,5.37,21.48
17906035,7,4,3.31,13.24
17906035,14,4,9.51,38.04
17906035,19,3,8.88,26.64
17906035,29,2,2.69,5.38
17906035,34,1,1.42,1.42
17907261,12,2,6.89,13.78
17907261,17,3,3.33,9.99
17907261,21,2,0.92,1.84
17923215,29,4,2.69,10.76
17923215,35,4,5.37,21.48
17924961,1,3,8.68,26.04
17924961,6,1,7.81,7.81
17924961,11,4,2.59,10.36
17924961,35,5,5.37,26.85
17929206,4,4,0.93,3.72
17929206,5,2,5.62,11.24
17929206,17,2,3.33,6.66
17930838,31,2,4.54,9.08
17946512,2,5,0.73,3.65
17946512,15,1,4.53,4.53
17946512,23,5,5.59,27.95
17948795,3,2,9.31,18.62
17948795,11,5,2.59,12.95
17948795,12,2,6.89,13.78
17948795,13,4,9.14,36.56
17948795,31,4,4.54,18.16
17968524,2,2,0.73,1.46
17968524,27,4,6.55,26.20
17968524,33,1,9.8,9.80
17968524,34,3,1.42,4.26
18010827,11,4,2.59,10.36
18010827,14,4,9.51,38.04
18011076,20,3,8.41,25.23
18011076,22,1,5.39,5.39
18025704,14,4,9.51,38.04
18025704,26,3,6.95,20.85
18025704,29,4,2.69,10.76
18025704,32,4,1.49,5.96
18034526,25,5,4.05,20.25
18041584,18,5,1.64,8.20
18047654,2,2,0.73,1.46
18047654,4,2,0.93,1.86
18047654,32,3,1.49,4.47
18049697,12,2,6.89,13.78
18060377,32,2,1.49,2.98
18081687,2,3,0.73,2.19
18081687,28,5,9.84,49.20
18081687,31,4,4.54,18.16
18102655,8,1,3.91,3.91
18102655,12,3,6.89,20.67
18102655,15,3,4.53,13.59
18102655,22,2,5.39,10.78
18102655,24,1,8.32,8.32
18111084,1,3,8.68,26.04
18111084,10,5,0.52,2.60
18111084,29,3,2.69,8.07
18117126,22,4,5.39,21.56
18119443,13,2,9.14,18.28
18119443,31,1,4.54,4.54
18158479,8,4,3.91,15.64
18158479,12,4,6.89,27.56
18158479,30,2,1.29,2.58
18158479,31,3,4.54,13.62
18162629,18,2,1.64,3.28
18162629,36,4,9.03,36.12
18163219,2,5,0.73,3.65
18163219,10,3,0.52,1.56
18163219,12,2,6.89,13.78
18163219,13,4,9.14,36.56
18163219,32,5,1.49,7.45
18185343,5,5,5.62,28.10
18185343,25,5,4.05,20.25
18185343,30,2,1.29,2.58
18205947,24,4,8.32,33.28
18205947,31,1,4.54,4.54
18205947,36,3,9.03,27.09
18207967,14,4,9.51,38.04
18207967,18,1,1.64,1.64
18207967,29,5,2.69,13.45
18219996,10,1,0.52,0.52
18219996,27,2,6.55,13.10
18219996,30,4,1.29,5.16
18219996,36,4,9.03,36.12
18220351,12,1,6.89,6.89
18220351,31,4,4.54,18.16
18220351,32,1,1.49,1.49
18220351,34,5,1.42,7.10
18220351,35,2,5.37,10.74
18223101,2,2,0.73,1.46
18223101,14,5,9.51,47.55
18223101,31,4,4.54,18.16
18234700,23,2,5.59,11.18
18244895,15,1,4.53,4.53
18244895,24,3,8.32,24.96
18244895,25,1,4.05,4.05
18278197,24,1,8.32,8.32
18279763,36,2,9.03,18.06
18304212,5,3,5.62,16.86
18304212,8,3,3.91,11.73
18314781,19,3,8.88,26.64
18314781,36,1,9.03,9.03
18333080,28,3,9.84,29.52
18339212,33,3,9.8,29.40
18356187,2,4,0.73,2.92
18356187,3,3,9.31,27.93
18356187,4,3,0.93,2.79
18356187,15,1,4.53,4.53
18369593,15,1,4.53,4.53
18369593,17,2,3.33,6.66
18369593,20,5,8.41,42.05
18380074,16,4,4.04,16.16
18389308,16,3,4.04,12.12
18389308,19,3,8.88,26.64
18389308,22,2,5.39,10.78
18389308,27,5,6.55,32.75
18389308,32,4,1.49,5.96
18391888,11,2,2.59,5.18
18391888,12,1,6.89,6.89
18422576,16,2,4.04,8.08
18422576,18,1,1.64,1.64
18422576,28,1,9.84,9.84
18425118,1,2,8.68,17.36
18425118,29,3,2.69,8.07
18425118,36,3,9.03,27.09
18426969,27,5,6.55,32.75
18429560,2,3,0.73,2.19
18429560,6,3,7.81,23.43
18429560,13,5,9.14,45.70
18438321,2,5,0.73,3.65
18438321,35,2,5.37,10.74
18445319,17,1,3.33,3.33
18445319,21,4,0.92,3.68
18473100,7,1,3.31,3.31
18496813,6,4,7.81,31.24
18496813,9,1,7.04,7.04
18496813,26,5,6.95,34.75
18496813,27,1,6.55,6.55
18496813,33,5,9.8,49.00
18563947,9,4,7.04,28.16
18563947,14,2,9.51,19.02
18563947,33,2,9.8,19.60
18571969,28,3,9.84,29.52
18592477,13,5,9.14,45.70
18598333,33,3,9.8,29.40
18599472,1,3,8.68,26.04
18599472,30,3,1.29,3.87
18610228,18,3,1.64,4.92
18610228,21,5,0.92,4.60
18610228,23,2,5.59,11.18
18610228,24,1,8.32,8.32
18610228,31,3,4.54,13.62
18619352,2,1,0.73,0.73
18619352,18,2,1.64,3.28
18619352,20,1,8.41,8.41
18619698,11,2,2.59,5.18
18619698,27,3,6.55,19.65
18619698,29,4,2.69,10.76
18619698,30,5,1.29,6.45
18619698,34,4,1.42,5.68
18620869,2,5,0.73,3.65
18620869,3,4,9.31,37.24
18623345,2,5,0.73,3.65
18623345,14,1,9.51,9.51
18624322,6,4,7.81,31.24
18624322,30,5,1.29,6.45
18624322,33,4,9.8,39.20
18629101,12,5,6.89,34.45
18629101,18,2,1.64,3.28
18629101,32,3,1.49,4.47
18644726,18,2,1.64,3.28
18644726,28,5,9.84,49.20
18649522,33,4,9.8,39.20
18650066,5,3,5.62,16.86
18650066,24,5,8.32,41.60
18651733,4,4,0.93,3.72
18651733,27,2,6.55,13.10
18655665,6,5,7.81,39.05
18655665,15,3,4.53,13.59
18655665,17,1,3.33,3.33
18663291,1,5,8.68,43.40
18663291,6,4,7.81,31.24
18663291,21,4,0.92,3.68
18663291,29,3,2.69,8.07
18663291,32,1,1.49,1.49
18680146,17,1,3.33,3.33
18680923,6,3,7.81,23.43
18680923,24,5,8.32,41.60
18680923,26,4,6.95,27.80
18680923,34,2,1.42,2.84
18698662,10,2,0.52,1.04
18698662,12,1,6.89,6.89
18698662,21,1,0.92,0.92
18707505,12,3,6.89,20.67
18707505,24,1,8.32,8.32
18707505,28,1,9.84,9.84
18711273,1,1,8.68,8.68
18711273,10,5,0.52,2.60
18711273,31,3,4.54,13.62
18714200,9,3,7.04,21.12
18724816,4,5,0.93,4.65
18724816,10,2,0.52,1.04
18724816,36,5,9.03,45.15
18724985,4,4,0.93,3.72
18724985,11,3,2.59,7.77
18724985,18,3,1.64,4.92
18724985,19,2,8.88,17.76
18724985,20,5,8.41,42.05
18725321,15,3,4.53,13.59
18725321,20,2,8.41,16.82
18725321,25,5,4.05,20.25
18757328,10,5,0.52,2.60
18757328,20,5,8.41,42.05
18757328,21,1,0.92,0.92
18757328,36,4,9.03,36.12
18761384,2,2,0.73,1.46
18761384,6,3,7.81,23.43
18761384,29,1,2.69,2.69
18769263,3,5,9.31,46.55
18769263,10,5,0.52,2.60
18769263,15,4,4.53,18.12
18769263,34,3,1.42,4.26
18814806,9,4,7.04,28.16
18814806,16,3,4.04,12.12
18815807,26,4,6.95,27.80
18824431,11,5,2.59,12.95
18824431,12,2,6.89,13.78
18824431,23,3,5.59,16.77
18824431,25,4,4.05,16.20
18824431,29,3,2.69,8.07
18844639,14,1,9.51,9.51
18844639,29,2,2.69,5.38
18844639,34,1,1.42,1.42
18845459,8,1,3.91,3.91
18845459,10,5,0.52,2.60
18845459,33,4,9.8,39.20
18845459,34,1,1.42,1.42
18862329,20,2,8.41,16.82
18874275,4,5,0.93,4.65
18874275,6,5,7.81,39.05
18874275,11,1,2.59,2.59
18874275,28,5,9.84,49.20
18888911,6,4,7.81,31.24
18894393,1,3,8.68,26.04
18894393,4,3,0.93,2.79
18894393,29,1,2.69,2.69
18895614,4,5,0.93,4.65
18895614,7,3,3.31,9.93
18895614,11,3,2.59,7.77
18895614,17,3,3.33,9.99
18922838,11,2,2.59,5.18
18922838,23,5,5.59,27.95
18929026,2,4,0.73,2.92
18929026,8,2,3.91,7.82
18929026,16,3,4.04,12.12
18929026,23,3,5.59,16.77
18942385,17,2,3.33,6.66
18942385,33,1,9.8,9.80
18948141,2,5,0.73,3.65
18948141,10,2,0.52,1.04
18948141,20,3,8.41,25.23
18948141,29,3,2.69,8.07
18948141,35,1,5.37,5.37
18949616,10,4,0.52,2.08
18949616,15,4,4.53,18.12
18949616,26,1,6.95,6.95
18949616,29,5,2.69,13.45
18949616,33,3,9.8,29.40
18960579,22,5,5.39,26.95
18979547,21,2,0.92,1.84
18979547,31,5,4.54,22.70
18985871,6,1,7.81,7.81
18985871,13,2,9.14,18.28
18985871,21,3,0.92,2.76
18986661,6,5,7.81,39.05
18986661,8,3,3.91,11.73
18986661,18,2,1.64,3.28
18986661,29,1,2.69,2.69
18992053,9,2,7.04,14.08
18992053,19,4,8.88,35.52
18992053,28,3,9.84,29.52
18993379,17,3,3.33,9.99
18993379,25,2,4.05,8.10
18993379,34,4,1.42,5.68
18994438,11,2,2.59,5.18
18994438,17,4,3.33,13.32
18994438,28,3,9.84,29.52
18994438,33,5,9.8,49.00
19018929,9,2,7.04,14.08
19018929,19,3,8.88,26.64
19018929,25,2,4.05,8.10
19028751,16,3,4.04,12.12
19028751,35,4,5.37,21.48
19034447,14,4,9.51,38.04
19034447,22,2,5.39,10.78
19034447,24,5,8.32,41.60
19058143,8,1,3.91,3.91
19058143,11,3,2.59,7.77
19058143,15,3,4.53,13.59
19058143,25,4,4.05,16.20
19064029,1,3,8.68,26.04
19064029,7,1,3.31,3.31
19064029,14,4,9.51,38.04
19064029,25,3,4.05,12.15
19079768,30,1,1.29,1.29
19086051,2,2,0.73,1.46
19086051,5,2,5.62,11.24
19086051,20,5,8.41,42.05
19086051,29,5,2.69,13.45
19086051,33,3,9.8,29.40
19087702,14,5,9.51,47.55
19105569,4,1,0.93,0.93
19110583,2,1,0.73,0.73
19110583,8,3,3.91,11.73
19110583,22,4,5.39,21.56
19110583,23,3,5.59,16.77
19110583,36,1,9.03,9.03
19117133,6,1,7.81,7.81
19117133,7,2,3.31,6.62
19117133,12,5,6.89,34.45
19131201,1,3,8.68,26.04
19131201,3,4,9.31,37.24
19145161,33,5,9.8,49.00
19157390,11,2,2.59,5.18
19157390,17,2,3.33,6.66
19157390,23,5,5.59,27.95
19157390,31,2,4.54,9.08
19170782,3,4,9.31,37.24
19170782,18,3,1.64,4.92
19205945,4,1,0.93,0.93
19205945,28,3,9.84,29.52
19205945,31,2,4.54,9.08
19205945,34,4,1.42,5.68
19220236,6,3,7.81,23.43
19220236,22,5,5.39,26.95
19220236,23,1,5.59,5.59
19220236,25,1,4.05,4.05
19223704,6,5,7.81,39.05
19244045,10,1,0.52,0.52
19244045,16,4,4.04,16.16
19244045,31,5,4.54,22.70
19244045,36,5,9.03,45.15
19270389,3,5,9.31,46.55
19278316,13,4,9.14,36.56
19278316,15,5,4.53,22.65
19278316,19,3,8.88,26.64
19278316,33,2,9.8,19.60
19308113,6,4,7.81,31.24
19308113,10,2,0.52,1.04
19308113,30,3,1.29,3.87
19308113,33,5,9.8,49.00
19313773,3,2,9.31,18.62
19313773,11,1,2.59,2.59
19316876,8,1,3.91,3.91
19316876,10,4,0.52,2.08
19316876,11,4,2.59,10.36
19321809,1,2,8.68,17.36
19321809,8,2,3.91,7.82
19321809,19,5,8.88,44.40
19321809,21,4,0.92,3.68
19321809,26,5,6.95,34.75
19323887,14,2,9.51,19.02
19323887,28,2,9.84,19.68
19323887,31,4,4.54,18.16
19329822,7,3,3.31,9.93
19329822,22,2,5.39,10.78
19356403,2,2,0.73,1.46
19356403,14,3,9.51,28.53
19356403,19,2,8.88,17.76
19356403,32,5,1.49,7.45
19360578,33,3,9.8,29.40
19374448,3,4,9.31,37.24
19374448,4,5,0.93,4.65
19374448,19,1,8.88,8.88
19374448,21,3,0.92,2.76
19374448,22,1,5.39,5.39
19377970,7,4,3.31,13.24
19377970,26,1,6.95,6.95
19385631,7,2,3.31,6.62
19385631,19,3,8.88,26.64
19385631,35,4,5.37,21.48
19389688,17,4,3.33,13.32
19389688,19,2,8.88,17.76
19389688,24,1,8.32,8.32
19390331,20,4,8.41,33.64
19390331,30,5,1.29,6.45
19390331,32,5,1.49,7.45
19390331,36,1,9.03,9.03
19398478,6,3,7.81,23.43
19398478,32,3,1.49,4.47
19402207,35,2,5.37,10.74
19404743,1,5,8.68,43.40
19404743,11,3,2.59,7.77
19404743,22,5,5.39,26.95
19406550,35,5,5.37,26.85
19416407,2,1,0.73,0.73
19416407,13,5,9.14,45.70
19416407,14,2,9.51,19.02
19418728,12,2,6.89,13.78
19418728,19,1,8.88,8.88
19418728,27,4,6.55,26.20
19418728,29,2,2.69,5.38
19429418,11,4,2.59,10.36
19429418,27,5,6.55,32.75
19431873,6,5,7.81,39.05
19431873,10,4,0.52,2.08
19431873,20,1,8.41,8.41
19431873,21,5,0.92,4.60
19431873,33,4,9.8,39.20
19439011,5,5,5.62,28.10
19439011,7,4,3.31,13.24
19439011,12,5,6.89,34.45
19439011,24,2,8.32,16.64
19439011,29,2,2.69,5.38
19466001,5,5,5.62,28.10
19466001,22,4,5.39,21.56
19466001,33,5,9.8,49.00
19475169,1,5,8.68,43.40
19475169,6,1,7.81,7.81
19475169,9,2,7.04,14.08
19475169,24,2,8.32,16.64
19475169,26,2,6.95,13.90
19494722,5,3,5.62,16.86
19494722,26,1,6.95,6.95
19494722,31,2,4.54,9.08
19494882,16,1,4.04,4.04
19494882,17,1,3.33,3.33
19494882,25,3,4.05,12.15
19494882,30,2,1.29,2.58
19494882,35,3,5.37,16.11
19497420,5,3,5.62,16.86
19507321,4,3,0.93,2.79
19507321,8,4,3.91,15.64
19507321,14,1,9.51,9.51
19507321,17,4,3.33,13.32
19507321,31,3,4.54,13.62
19548663,14,3,9.51,28.53
19548663,17,3,3.33,9.99
19548663,18,5,1.64,8.20
19567887,4,1,0.93,0.93
19567887,9,1,7.04,7.04
19567887,18,1,1.64,1.64
19567887,33,4,9.8,39.20
19567887,35,1,5.37,5.37
19576126,1,1,8.68,8.68
